gene	p_ebm	n_pep	abun	l2fc	mg
Ppp4r2	0.030030096528921756	5	490.1502872724444	-0.06724632634036287	FALSE
Rps7	0.03010295753951626	4	973.339919208111	-0.08775379702843457	FALSE
Khdrbs2	0.03012766492159444	3	294.29198242055554	-0.12145791498043182	FALSE
Cetn4	0.030170442710825994	2	248.5797496513889	-0.219993902617808	FALSE
Herc4	0.030232826727612475	5	569.6940129926111	-0.08741292100371284	FALSE
Atxn3	0.030260488037221926	4	238.82439486122223	-0.0724786640638776	FALSE
Cntnap5b	0.030285004431886905	3	373.5855590673333	-0.12114318300330273	FALSE
Sash3	0.03032845100986499	2	136.930203661	-0.1337875148912404	TRUE
Pam	0.030388900670340672	7	658.6472683159444	-0.1011563544762707	FALSE
Lcmt1	0.030403130057905486	4	651.6154041654445	-0.10987769769272505	FALSE
Babam2	0.030474232707118888	3	289.4586658917222	-0.06974732919469391	FALSE
Eef2	0.030521150533964383	6	1351.5414554883332	-0.10301374062821173	FALSE
Rundc1	0.030623164110195323	1	61.31934238016667	-0.1129619792435822	FALSE
Nrbp2	0.030641463034372634	3	703.8709785631111	-0.13163595209029397	FALSE
Serpinb9	0.03070224266703333	7	1055.0582842416666	-0.017488743693984003	FALSE
Lrrc20	0.03071959468509753	5	754.2702885950555	-0.1201717800665644	FALSE
Eif3b	0.0307434233653722	2	219.30507797116667	-0.0191468789036998	FALSE
Elavl4	0.030847461002067342	10	1337.971773206111	-0.11857096069231274	FALSE
Lztfl1	0.030874449897838434	4	406.992618743	-0.0757241716764912	FALSE
Rpusd2	0.03087836755054018	4	467.80854695594445	-0.06964139617746738	FALSE
Kcnj5	0.030899851227956084	1	49.06003911088889	-0.2846500187125657	FALSE
Lpcat1	0.03096779982384558	3	361.2818589009444	-0.09463313473906312	FALSE
Mad2l1	0.030973024014912264	4	814.2447277957777	-0.10965461921152242	FALSE
Sobp	0.031006391708992154	5	224.40897524127777	-0.13405057662903666	FALSE
Vps26a	0.031035371391221138	5	1040.5191792612222	-0.07330194670777146	FALSE
Lancl3	0.031123040408654015	3	442.62103883577777	-0.02930892447082326	FALSE
Oat	0.031168220618777408	5	1245.5826339908333	-0.07787491439499714	FALSE
Sf3b3	0.03128578437797177	7	1661.4025170271111	-0.08802318384934212	FALSE
Nfkb1	0.03141130107083381	5	415.4115383342778	-0.1116949730055128	FALSE
Ifit3	0.03142596135137019	5	680.2335152485556	-0.18519292646314542	FALSE
Rnf113a2	0.03143499854990811	3	360.2537233138889	-0.10731983877888902	FALSE
Vstm2l	0.031491089645984294	4	411.4458992663333	-0.08189488037195074	FALSE
Raph1	0.03150393657223672	4	201.6791116063889	-0.1257168875366498	FALSE
Nudt21	0.0315942221827233	4	1069.1764477591666	-0.08471725743252287	FALSE
Ppm1e	0.03162183858381208	3	482.4626935666667	-0.09721616956303808	FALSE
Mrps35	0.03181033715658542	5	457.7943845423333	0.08322748412988161	FALSE
Cask	0.03184846930802328	10	1711.1756512195	-0.023255317421687835	FALSE
Napepld	0.03195795656358093	3	375.0091731007778	0.08266495583907695	FALSE
Caps2	0.03195888007421989	1	37.762949965333334	-0.12021187148512434	FALSE
S100a4	0.031960620771239345	1	365.96743707683333	-0.22371822942611708	FALSE
Arhgdib	0.03206283210266573	5	1017.821756679389	-0.08096237900803384	TRUE
Sdhb	0.03210732396547064	4	728.7920758982777	0.0040305272229983315	FALSE
Dnajc3	0.0321326895278123	5	652.112205287	-0.11115209466229554	FALSE
Rtl1	0.03218485150633001	1	122.6290556345	-0.24556624962817056	FALSE
Sema4g	0.03219036013893152	3	158.22689023416666	0.1415407172861683	FALSE
A1bg	0.032209795784017045	1	89.10480674044445	-1.405891844987534	FALSE
Cisd2	0.0322690285466636	4	949.1653661424444	-0.08720529320635338	FALSE
Lsm8	0.03229104082191878	4	682.3686280024444	-0.09803672278352027	FALSE
Mob3a	0.03232080953384563	1	41.222231014722226	-0.16117859585917663	TRUE
Dbi	0.03234156731857811	3	371.151301127	-0.16787263815530237	FALSE
Timm23	0.03236210601513299	5	650.2233633233334	-0.002521897832292222	FALSE
Mt1	0.03263701429059111	3	630.8312811282779	0.06586446098732678	FALSE
Prkca	0.032637809663711444	7	1356.6206968313334	-0.10772129659202578	FALSE
Ppp1r7	0.03263837622120102	5	691.3896384638334	-0.04041335722776098	FALSE
Ube2k	0.03267617180149939	2	602.6217348557777	-0.11350034994389727	FALSE
Grk5	0.03278031114402433	4	211.69071814355556	-0.10949583683689007	FALSE
Psmc6	0.032807666495678775	4	1264.768647297	-0.05543578615508878	FALSE
Fnbp1	0.03286802234897156	7	1038.3367543978889	-0.017280102396729693	FALSE
Noct	0.03287362019619414	4	526.9097092642778	-0.10234083075975425	FALSE
Epm2aip1	0.03290242373779717	7	986.7521422281667	-0.06157192550201461	FALSE
Mettl26	0.03291958244216146	6	1055.1634481163333	-0.02342300869322656	FALSE
Fam193a	0.032925861653106424	1	34.50620538877778	-0.16927068858464908	FALSE
Klc1	0.0329646517543349	5	523.4893079932779	-0.10999211564791582	FALSE
Commd4	0.03303581417398333	4	1010.6272828689999	-0.09228530236521651	FALSE
Tcp1	0.03312962194828957	5	1258.6424455234999	-0.11046683060309342	FALSE
Usf1	0.03316715985668397	1	91.26498637027778	-0.13804512535544705	FALSE
Cct2	0.03318973888919205	7	1408.9205707140557	-0.09045872019307631	FALSE
Ddx23	0.033241878025139525	4	972.7317875776668	0.12154444998730692	FALSE
Cdc42bpb	0.0332848627549714	7	1381.883266208389	-0.10255956205960631	FALSE
Fam118a	0.03329496093740277	4	459.58962992327776	-0.1264515654234314	FALSE
Unc119b	0.03333399398379438	5	416.21596505316666	-0.05771227328359588	FALSE
Kcnip1	0.03340260469525791	5	319.7065790693889	-0.15374263671185545	FALSE
Arhgef2	0.03345298584152544	7	1060.9334074913888	-0.01718740921745261	FALSE
Prkar2b	0.03347818057244536	4	1238.2855016079443	-0.09874042810709743	FALSE
Arl3	0.033491005944300045	5	724.7666404843333	-0.08852177163582793	FALSE
Pkp2	0.03360558521297193	2	227.62123019983335	0.10388434977580491	FALSE
Atxn2l	0.033665911879202474	7	560.5869333107778	-0.0836429270803167	FALSE
Pex1	0.03369355466191287	4	256.5727765172222	-0.10330003942723251	FALSE
Rnps1	0.03369822090135687	4	377.15467545383336	-0.004121577307386718	FALSE
Vamp4	0.033703359960301604	3	587.2299311287222	0.10300492036640804	FALSE
Hat1	0.03372574521582516	4	321.17345069316667	-0.08432455555595442	FALSE
Sema4d	0.03374748619218238	5	392.4916175961111	-0.09378258835155215	FALSE
Shroom2	0.0338803716006342	5	410.9123189104444	-0.13126701957093098	FALSE
Psmd1	0.033903168697973655	5	872.200513369611	-0.08592801308702146	FALSE
Rabgap1l	0.03393935393993509	7	1148.4162145037778	0.0071088569362497064	FALSE
Pde1a	0.034013149553100475	3	502.8534375877778	-0.1109769480650472	FALSE
Ifi47	0.03411057393878788	3	190.58355936294444	-0.127824267244968	FALSE
Srsf7	0.03414418819150712	2	555.4315453992778	0.19938176515023134	FALSE
Txlng	0.03415118179103608	2	338.2619664377778	-0.08872165531955675	FALSE
Selenom	0.03417862946391101	3	350.6927198231111	-0.15173904796538812	FALSE
Tp53bp1	0.03420759535587131	4	262.2982784306111	-0.10729615654098335	FALSE
Mdp1	0.03421540404398941	4	1027.3838671156666	-0.12212499721479986	FALSE
Cacfd1	0.034237165175586025	2	193.08256764866667	-0.14177770011698812	FALSE
Ndufc2	0.03428671687489245	3	2067.5531860400556	-0.095384387563621	FALSE
Aldh1a1	0.03432002719242444	3	427.7536102442223	-0.10683983083881392	FALSE
Ahcy	0.03438194491259738	5	2496.0658968389444	-0.07378539352532462	FALSE
Hdhd2	0.03444479712462182	4	787.3582252251667	-0.03307305102429969	FALSE
N4bp1	0.03448332414606273	5	906.0038934678888	-0.10345399085352108	FALSE
Gosr2	0.0345066808576417	4	514.720405122611	-0.12987579012967643	FALSE
Akap6	0.03453738264794111	3	436.61538931672226	-0.08207278520507574	FALSE
Manbal	0.034551730549829886	1	89.08748373222222	-0.11605946930885526	FALSE
Park7	0.0346052349602678	4	798.5923947046667	-0.14160328928613564	FALSE
Ctsd	0.0346555363825058	5	1646.0344620723333	-0.10766744868048453	TRUE
Ero1b	0.03488167063086895	5	359.3197387167222	-0.10675963435897383	FALSE
Mospd3	0.03491358681243638	1	33.73913894911111	-0.15038531531494367	FALSE
Mfap1b	0.03494736347603983	3	282.1928576323889	-0.00216948581203835	FALSE
Ufm1	0.03494988831903584	3	201.22722136550001	-0.11820220264038164	FALSE
Fkbp1a	0.03497469104884258	2	201.50295762127777	-0.0625831357674792	FALSE
Flcn	0.03497621848249034	3	562.0885647526667	-0.0950185070192159	FALSE
Tecpr2	0.03497850641454856	5	457.66924735633336	-0.15591110878585931	FALSE
Ppp4c	0.034986445102468455	5	389.58983102394444	-0.06252804659781036	FALSE
St7	0.03505320561460722	5	477.7920588437222	-0.036065662377172555	FALSE
Cpq	0.03506869287040866	5	427.69092005394447	-0.10462774227660032	FALSE
Neurl1	0.0350947146182942	2	121.95989245877779	-0.09825708837594459	FALSE
Ppp2r2a	0.03515445673211339	3	1132.4800821951112	-0.01754928246689063	FALSE
Rbm8a	0.03517773282507589	5	490.7076603286111	0.1127857620584049	FALSE
Dctn3	0.0352373259523376	5	860.3736007775	-0.041190856944650196	FALSE
Wrnip1	0.03525898480023946	5	676.4749045274444	-0.10669198983986153	FALSE
Cfdp1	0.035331650410987465	4	644.9100750100556	-0.13108473153785943	FALSE
Dpysl3	0.03538738543465723	5	1136.4317407615556	-0.08282099839874599	FALSE
Drap1	0.03538847596402762	3	192.02347764583334	-0.15423197888079762	FALSE
Sec23ip	0.03540099316474663	5	1507.8696792394999	-0.08436307421770618	FALSE
Spry2	0.03546367577798016	2	227.10913156583334	-0.11220565437431282	FALSE
Anxa11	0.03546834394542015	7	1323.3323133803888	-0.023630273158776548	FALSE
Camkmt	0.03547017950175519	3	334.74615700894446	-0.06514027387713212	FALSE
Pcbd2	0.03547230158145509	4	1030.6423066578889	-0.1032802365437081	FALSE
Elp5	0.03551670718118648	5	720.0433357182222	-0.09288465515558166	FALSE
Pafah1b2	0.03552194377358835	3	428.9456520671667	-0.1980182840612201	FALSE
Fbxo7	0.03555916382200034	4	1320.7521395296667	-0.07927624583265457	FALSE
Hypk	0.03560011153946441	4	467.6399259886667	-0.21610943658355453	FALSE
Nenf	0.03564563085234806	5	472.3156031507222	-0.2523714354509689	FALSE
Cpeb3	0.035665197327882696	3	374.85780301905555	-0.12722666963704443	FALSE
Ilkap	0.03568653525680742	4	491.0627685083333	-0.08667901534943728	FALSE
Tanc1	0.03569820552881364	4	283.0802099148889	-0.16695030942040887	FALSE
Slc15a4	0.03573684892526017	2	389.3135387994445	-0.08956442329947145	FALSE
Gabpa	0.03579818211088827	4	156.80210017444443	-0.13153598209350634	FALSE
Stk17b	0.035818818589371144	2	190.51794502377777	-0.17859809623427958	TRUE
Tvp23b	0.035862062920928924	3	145.31598647544445	-0.13244359644317572	FALSE
Gmppa	0.03587850504390637	3	963.5791239199443	-0.08442359412829388	FALSE
Mrps18a	0.035928628853422226	2	639.7464065383333	0.08779994911257974	FALSE
Nmral1	0.03595540265662772	5	1270.0085193574444	-0.1523252602261815	FALSE
Myo6	0.036023942727248834	10	945.6344730337222	0.08355082875644228	FALSE
Tomm7	0.03612936957750698	2	254.81424934722224	-0.012410378186795766	FALSE
Neto2	0.036152393641559144	3	263.5346287431111	-0.11462313318784331	FALSE
Atat1	0.03623749101045691	4	1731.7402592754445	-0.0915128959122212	FALSE
Fbxo11	0.03626961422955334	2	109.58262401416667	-0.02974546934839265	FALSE
Ubr1	0.03630462138257137	6	1150.1927985710556	-0.08864812488208068	FALSE
Rps16	0.03631969714976763	3	538.851145873	-0.10670195620585339	FALSE
Pea15	0.03635343216177537	4	807.6411402373334	-0.18193579856487663	FALSE
Hspe1	0.036406674524344214	4	1063.416502505	0.029082808532736266	FALSE
Myl9	0.03642838826619592	3	220.00256254655557	0.155783062435427	FALSE
Kcnh1	0.03649021951262095	5	540.0923968656111	-0.09799852252140094	FALSE
Rpa1	0.03650712047291274	8	635.6729004404444	-0.09984979917093634	FALSE
Sgk3	0.03656177761899412	1	54.142059028944445	0.1280002342513486	FALSE
Ppif	0.03656838055638261	2	569.6984397545555	9.782396477113486e-4	FALSE
Scg3	0.03666676805160905	5	370.0928559387222	-0.30904350409661646	FALSE
Exoc2	0.036682594389670524	6	625.5211320151111	-0.11371922024564383	FALSE
Yeats4	0.03670435578650749	3	308.87110023655555	-0.007395185659231803	FALSE
Mgst1	0.03672134117708308	1	211.71594293044444	-0.19614223974382058	FALSE
Vps52	0.03677192680318359	5	526.6509693092778	-0.06581481693370671	FALSE
Ctnnbip1	0.03682923176246276	1	32.58299184072222	-0.17197209651295112	FALSE
Mt2	0.036975249570779495	3	928.5870109810555	0.04459663437379152	FALSE
Rab2b	0.036982986408501	5	656.2531690799444	-0.022811263848172135	FALSE
Farp2	0.037029099930230035	4	694.4495107992223	-0.09263109608380864	FALSE
Plcxd2	0.03717200363432337	3	103.47655629405556	-0.16723168207262362	FALSE
Ppih	0.03718073538984038	6	599.5623404820556	-0.11249763137762439	FALSE
Pik3ap1	0.037217941960403574	2	160.62270975666667	-0.12660452714911283	TRUE
Rab9b	0.037221161566995585	5	492.3497773295	-0.08080772571086539	FALSE
Sec24d	0.03732268717922874	4	461.47154266916664	-0.10752833038810317	FALSE
Zgpat	0.03733686009087118	3	216.87597791333332	-0.10971785070991306	FALSE
Tor1aip2	0.03734460883698887	4	264.31125192627775	-0.10980276267244124	FALSE
Map2k2	0.03734995330306023	6	1050.0506755162778	-0.07177728402545436	FALSE
Rnf135	0.03735473006645585	2	533.1432005941666	-0.09950824144590849	TRUE
Glul	0.03738505779072439	6	664.5001296266112	0.009833930533209701	FALSE
Ccnt1	0.03744771591388264	4	720.0600159195001	-0.12989440256631593	FALSE
Fbxo10	0.03747471354280607	5	233.5033697697222	-0.11132895505401791	FALSE
Rwdd2a	0.03750779356787537	3	403.0971253536667	-0.12213333773884529	FALSE
Cobl	0.037530072020292064	3	262.0601231524445	-0.12281844719184372	FALSE
Tnfaip8l2	0.037546042657215714	2	144.36878756555555	-0.17872534975633658	TRUE
Pop7	0.03755077354085988	3	245.5290194328889	-0.11144342232710712	FALSE
Nab2	0.03757322629712512	4	370.0500917252778	-0.142455846829664	FALSE
Abi1	0.03758467737536172	6	555.7209392027222	0.05437626948877025	FALSE
Nit2	0.037756004105934306	6	808.9070100857222	-0.0230072840397001	FALSE
Sema4a	0.037765737296659295	6	602.5324395796666	-0.16755234643950365	FALSE
Avl9	0.0377991072011626	6	921.1736255517777	-0.09089282963208126	FALSE
Dennd1a	0.037825852438932085	6	697.9737441291667	-0.128709861360394	FALSE
Papolg	0.03787267322081786	3	573.8196255103888	-0.09641364626050566	FALSE
Iws1	0.037881081861523926	1	145.8400352052778	-0.1587725211680497	FALSE
Mrpl18	0.03788964989739865	4	340.8272067586111	0.04161582128808103	FALSE
Abl1	0.03791308912149793	2	68.11273093422221	-0.12128796540686425	FALSE
Pold4	0.03801140276397048	1	250.77861695155556	-0.07983291932532294	FALSE
Cbwd1	0.03803759705461997	4	547.1689108785	-0.10015924005535953	FALSE
Dus2	0.03813893561543406	3	303.2564659775556	-0.09684123916270655	FALSE
Setd2	0.03813919558145699	1	79.73534941833333	-0.2759617056079036	FALSE
Rasl2-9	0.0381990686466718	4	875.8967436278889	-0.08630503497466664	FALSE
Actn1	0.038264793607728546	7	1630.3061377601111	0.1298970975826204	FALSE
Ints14	0.038314392657120666	4	559.5104582196111	-0.06859841699203273	FALSE
Med27	0.03833299172029466	2	142.5184240751111	-0.13626433294470963	FALSE
Gprasp2	0.038368462528180075	3	159.96460120255557	-0.10068692659283045	FALSE
Usp11	0.03845340368899357	3	272.30197302622224	-0.003997714503463018	FALSE
Ssr4	0.03845683950247077	5	410.48465241772226	-0.10504381595494464	FALSE
Rapgef6	0.03846857286317245	9	925.8172617386667	-0.06288621439233148	FALSE
Cndp2	0.0384914527758597	4	985.8075516922777	-0.048077286028286634	FALSE
Cpne2	0.038548252330694775	4	944.1516217676111	-0.10247447018714766	FALSE
Fuom	0.03865642946710163	4	318.3394251471111	-0.11453347187077033	FALSE
Slc22a4	0.03869617484834608	4	442.19233597072224	-0.01801461527157027	FALSE
Ltbp4	0.038720969199896246	2	80.31422526794444	-0.134495007096122	FALSE
Bmpr2	0.038778376691299826	6	561.3729151207223	-0.09615929683190018	FALSE
Msi2	0.03884379085948323	5	906.9239679727223	-0.08398404756589507	FALSE
Snx16	0.03885310517482929	6	443.1051663345556	-0.07240828831560332	FALSE
Sh3bp5l	0.038908251810367854	3	274.28023130155555	-0.07691346856335785	FALSE
Klkb1	0.03891333138828605	1	129.69553438861112	-0.1844882275829929	FALSE
Cfap36	0.03898538486303609	4	674.8538828965	-0.025080531991852038	FALSE
Bsg	0.03901031254231526	3	648.3114339365555	-0.009077634580942465	FALSE
Wdr18	0.039095546906935945	3	445.75665986111113	-0.16063465660756215	FALSE
Crebbp	0.03910684321312999	4	299.30128396905553	-0.0015163872171981459	FALSE
Usp20	0.03921637656077238	4	473.3375171701667	-0.09400652974343512	FALSE
Eps15	0.03921950813961195	6	629.9136686257223	-0.11499030706353316	FALSE
Zfyve19	0.03923529779176627	3	96.38411836677777	-0.12754831298718183	FALSE
Crtc1	0.039289266522320974	4	636.1560150146112	-0.13302522480523168	FALSE
Kpna3	0.03929015938135974	3	1357.3383001687778	-0.0897772832092616	FALSE
Usp10	0.03931009655309646	5	571.1773203742778	-0.03929897381055743	FALSE
Agfg1	0.039315722063519645	5	1391.1343562818333	-0.0013698145297553186	FALSE
Rgs6	0.039340897328002375	4	831.7686302159444	-0.00758643722138507	FALSE
Slc12a2	0.03935705141115046	8	755.5207396833333	-0.03041190535140579	FALSE
Wdr41	0.039476328810678016	6	491.06210562716666	-0.12582829070966747	FALSE
Ddx21	0.039495409731299384	4	315.4398152851667	-0.04546385034334432	FALSE
Hprt1	0.039509059708051165	2	1361.0268791842223	-0.12114235068461399	FALSE
Carnmt1	0.03951467300000793	4	324.0727565251111	-0.08681814494669984	FALSE
Mtif2	0.0395485176810009	4	687.8907112676667	0.009395942888217743	FALSE
Osbpl10	0.03957039612172068	9	1347.8572935757222	-0.1048675669515181	FALSE
Rad1	0.039604088142236565	2	150.26192345255555	-0.10109450596523212	FALSE
Nkiras2	0.03962220715476717	3	268.79656999705554	-0.12135180527279721	FALSE
Srgap3	0.03967171213701278	5	704.6415295408333	-0.0213766350051286	FALSE
Ddhd1	0.03976509061750742	9	770.8521976255556	-0.13284215908823394	FALSE
Rps24	0.03976795221513441	4	1695.694834984889	-0.11462679512349666	FALSE
Aldh1a7	0.039793638607467666	2	278.02967450777777	0.02577323223016391	FALSE
Mon2	0.03980927953605697	6	782.2996090826111	-0.11473703162703462	FALSE
Slk	0.039978406568059253	6	1122.1084317817222	0.09393935054526222	FALSE
Rabl2	0.03999385977705325	6	1207.1980560746667	-0.12018604008332963	FALSE
Myt1l	0.03999747380944445	2	63.72627621227778	-0.1601316602475924	FALSE
Tmem161b	0.0400389031263701	1	66.56658584866666	-0.09779264364548572	FALSE
Tbl3	0.04008173177028301	4	462.83596946172224	-0.09136341819966465	FALSE
Tbcc	0.04008275737981947	5	1228.3617780904444	-0.08821020416987076	FALSE
Cyfip1	0.040125559678221165	7	1590.8205330803332	-0.10213984473973577	FALSE
Pnoc	0.04021148267696018	3	364.4133519782778	-0.17001551168782203	FALSE
Prkacb	0.040326781050985624	6	1546.2265441557777	-0.0945388585951938	FALSE
Clic1	0.04034407050192027	5	1500.7253732292222	-0.10927076910529042	TRUE
Nudt14	0.04060358207899801	2	250.37729597994442	-0.13999440093342602	FALSE
Nrxn2	0.040613601896367445	5	359.61190356522224	-0.06447487853673474	FALSE
Tnfrsf1a	0.04064072837646558	1	551.2857960770556	0.09874195839427508	TRUE
Tnk2	0.04067894499052046	5	275.68014615016665	-0.15016352188597976	FALSE
Armc9	0.04068338414153827	3	157.38316647405554	-0.16304683006033702	FALSE
Cpt2	0.04068484253956683	4	512.4794099296666	0.05472345708280175	FALSE
Polr3gl	0.04082560042536986	1	24.585931128888888	0.16374221324522215	FALSE
Tmem181a	0.040876732529213214	3	510.0367091133333	-0.05938988251397933	FALSE
Isyna1	0.04092690854449121	3	434.59428465338885	-0.09424286948797188	FALSE
Map2k4	0.040941535954900014	5	1491.1281139189446	-0.09676557133756061	FALSE
Celf1	0.040942764335886665	4	451.25706511677777	-0.13067689031685226	FALSE
Zdhhc20	0.040974074228368344	6	531.6006399260556	-0.02156193498302313	FALSE
Nckipsd	0.041045586486965394	6	851.966487440889	-0.13030471722297335	FALSE
Sec61a2	0.04106975748257996	4	348.78050315683333	-0.11991878124814973	FALSE
Kcnb1	0.0411436166785807	6	559.6255946518334	-0.09115411851432995	FALSE
Txnl1	0.041175360540634885	3	1020.2684262341111	-0.07669747615457152	FALSE
Idnk	0.041198686150063946	2	130.42527385011113	-0.1422413475460186	FALSE
Calb2	0.04120569480390505	7	2492.0273590984443	-0.20729443782639775	FALSE
Naa50	0.041228229321687807	4	796.500736509	-0.08877785242610034	FALSE
Ugt8	0.04127036313367017	4	536.2923371464444	-0.14269588900801758	FALSE
Nyap1	0.04131148077211964	5	372.28148727794445	-0.03797195677103086	FALSE
Pcca	0.041323610376636476	5	551.5418969368889	0.03122080466335966	FALSE
Sec23b	0.04139031300292165	6	821.3059652720556	-0.08884889009660038	FALSE
Fech	0.04144222138462612	4	1304.0824989295556	0.020236867455791268	FALSE
Mta3	0.041447717789209144	5	608.031618531	-0.10603492861515393	FALSE
Nptn	0.041515733957028865	7	1860.5716456904445	0.02667635049523787	FALSE
Prpf4	0.041521636800970464	4	554.7296094616667	-0.10724080113617064	FALSE
Cluap1	0.04152551567861218	1	55.31128046561111	-0.12841515003346896	FALSE
Entpd5	0.04157943346996518	4	704.9460959498333	-0.05236207773647434	FALSE
Arpc1a	0.04158701595825215	5	687.9235441186112	-0.06567999146914516	FALSE
Rab32	0.041645202707797625	3	119.32407970733334	-0.12713298080718982	FALSE
Abcf2	0.04165418724735649	3	144.64817198583333	-0.0031065593285945635	FALSE
Trappc12	0.041660530979054415	5	877.9935659326111	-0.0923342050412011	FALSE
Cygb	0.04166321071893635	4	555.2857667740556	-0.09625047356625169	FALSE
Kdm1a	0.04177060435065013	5	646.1133138080555	-0.0629256473205786	FALSE
Alcam	0.041790690293901166	5	754.8569243291112	-0.009535136348593948	FALSE
Rtf1	0.041794291530028435	3	415.35284915794443	-0.11497209307651589	FALSE
Ppp2r2b	0.041952476436844494	3	265.12181065466666	-0.09893205575555943	FALSE
Nrf1	0.04200327423661478	2	115.36890441266667	-0.17620959915977946	FALSE
Dcps	0.042098989622911524	4	802.9650318282222	0.11464554247577763	FALSE
Nit1	0.04212156716693518	4	389.8883266224444	0.00792220130469343	FALSE
Tmem132a	0.04216030673694557	4	651.1361626781667	-0.0823635586423174	FALSE
Lmf1	0.042200510217928866	5	604.0107255921112	-0.07459611913271168	FALSE
Tfe3	0.042222862938521996	1	87.61300822916667	-0.18193808190262825	FALSE
Zswim8	0.04226858447461058	4	472.9048901518889	-0.062351098394030524	FALSE
Osbpl11	0.04233093035415955	2	221.57713939405556	-0.14437692175472225	TRUE
Mrpl4	0.04245829200395254	4	678.9109297235556	0.07954513201816611	FALSE
Fdxr	0.04247137937445123	4	281.01149940766663	-0.08697380315227139	FALSE
Ptms	0.04251175564555418	3	1542.718953028389	-0.3663206026748633	FALSE
Tspyl4	0.04253450546192852	5	337.19514390361115	-0.11114454220847257	FALSE
Aldh1l2	0.042541659095036086	6	811.5087210778333	-0.09856968456960019	FALSE
Klc2	0.042643359978160406	10	1909.4816172032222	-0.09270561850341759	FALSE
Wipi1	0.04266251876577209	4	713.9482000133333	-0.08698136278567968	FALSE
Chga	0.042668248716517	5	940.2796632232223	-0.3584902219110119	FALSE
Atp6ap1	0.04271494524151977	2	535.9377847882222	-0.09752118534742502	FALSE
Dusp23	0.04275478421886242	3	353.7232832057222	-0.07208239455869296	FALSE
Pisd	0.04278860086239734	5	1133.3847043378332	0.056273665467978226	FALSE
Lins1	0.042802332579333045	1	77.68673048772223	-0.12062302325570635	FALSE
Baalc	0.04283145316485868	3	586.3163580738334	-0.11048755882996891	FALSE
Lsm12	0.04290268126614338	3	521.7026630863888	-0.09267969556149246	FALSE
Creld2	0.04293242864925159	4	303.541318389	-0.22832178332049785	FALSE
Gldc	0.04295212708073809	5	1043.7263427257778	-0.07677371625150158	FALSE
Arid4a	0.043001305533078835	1	46.82002391694444	0.16417262438737812	FALSE
Exoc8	0.04309834703243112	5	774.7139473085	-0.10525523644352738	FALSE
Fxn	0.04310212954848992	1	297.6739199083889	-0.18450225838492398	FALSE
Plxdc2	0.04312248977470709	5	823.6196713828889	-0.037027383300610645	TRUE
Tmem260	0.043158742530663284	3	174.2804587821111	-0.10367889284048169	FALSE
Ppm1b	0.0431753609374361	8	1881.297897517111	-0.051552731713973454	FALSE
Cox6b1	0.043285243982828965	3	680.4060916228889	0.05122738572691922	FALSE
Rab18	0.04330060052862619	2	373.6378388820556	-0.09300500814182894	FALSE
Carm1	0.0433222808047562	3	1051.550742341389	-0.08147792352010975	FALSE
Kcnb2	0.043366339190053796	3	107.81534973077777	-0.13294401171482073	FALSE
Tom1l2	0.04337367448755456	4	895.7010226074444	-0.14919946955235497	FALSE
Tnpo1	0.0433792950124004	4	337.7869209944445	-0.08372783952686531	FALSE
Arfrp1	0.043464060814860955	4	560.5045065137222	-0.0724546707205635	FALSE
P2yr13	0.04348226929443064	1	27.884283411333335	-0.18435781679501734	FALSE
Fcrls	0.04353733291546988	1	43.40400430733333	-0.15435074004601376	TRUE
Dnal4	0.04360075279851831	4	244.40789188177777	-0.06767058291846519	FALSE
Msto1	0.043614610450539104	7	691.0845728343888	-0.08269536492066108	FALSE
Hsdl1	0.0436334575741116	4	493.12553001866667	-0.0741594195019736	FALSE
Hddc3	0.04364330004664747	4	429.7299720208333	-0.06375181316913489	FALSE
Vars1	0.04365688689929018	6	777.4949274166111	-0.06122018986030954	FALSE
Abhd13	0.043693830870289246	2	170.51575357788892	0.12094817288656082	FALSE
Gabra1	0.0437618555719776	6	835.2323468264444	0.02104904853045995	FALSE
Gstt1	0.04376989988094252	6	756.7447532555556	-0.10535680537989821	FALSE
Ahnak2	0.04379849989121138	8	642.3274307577777	0.10924566209838789	FALSE
Anp32a	0.043806236315420875	2	333.0734676337222	-0.14954250483186393	FALSE
Iah1	0.04384506272002146	6	449.65114387172224	-0.058732277995603786	FALSE
Trp53i11	0.04385048650684363	4	1348.3062908658333	-0.08787119053571996	FALSE
Fnbp4	0.04386031754562361	3	390.55496072861115	-0.18941769417005788	FALSE
Luc7l2	0.04391040822175685	6	703.5015930615	0.08704585242764369	FALSE
Pgm1	0.04408010475581981	4	488.38908367405554	-0.010888844661230208	FALSE
Ston1	0.04409064840754467	2	343.83330270855555	-0.11927172867646539	TRUE
Exoc1	0.04410889765764683	8	2105.5193515108335	-0.0950474747210711	FALSE
Fbxo33	0.044130803775709763	3	218.3032879506667	-0.1184214531884675	FALSE
Cav2	0.04413946305005405	1	42.98070238305556	0.18427777570740209	FALSE
Stxbp4	0.04413984431438524	2	85.70530118827777	-0.1378096058364708	FALSE
Mapre1	0.04415827823596321	2	287.21060177072223	-0.13226010900971327	FALSE
Tmem201	0.044161218211293256	4	331.208070371	0.1696077188832164	FALSE
Irak1	0.044166911450227594	4	547.4552250733889	-0.1293208783448766	FALSE
Map4k4	0.044199290822761465	2	150.8539704585	-0.09606438998608191	FALSE
