feature_id	feature_name	microglia_average	microglia_log2_fold_change	microglia_p_value	mg_enriched
ENSMUSG00000106319	Gm42601	0.22561320019460868	10.099839272588726	2.8292582903263107e-156	TRUE
ENSMUSG00000015950	Ncf1	0.864222401700112	7.914337125122685	2.9954192368923437e-155	TRUE
ENSMUSG00000034652	Cd300a	0.4986105569933357	8.475841768165441	2.6403742753219705e-154	TRUE
ENSMUSG00000010476	Ebf3	0.3090739305768625	8.990075706363186	5.408495865079299e-154	TRUE
ENSMUSG00000049130	C5ar1	0.2536129290970422	9.557743421479431	1.0640032066376794e-150	TRUE
ENSMUSG00000041515	Irf8	0.907298907703856	7.807302027224002	2.906183182170546e-148	TRUE
ENSMUSG00000003882	Il7r	0.3930731172841631	8.829973304184307	5.879885659883412e-148	TRUE
ENSMUSG00000026395	Ptprc	2.129594765560089	7.685892096959154	5.510679454301834e-146	TRUE
ENSMUSG00000005373	Mlxipl	1.251910955733807	7.665256024169598	2.0213655441495927e-143	TRUE
ENSMUSG00000030148	Clec4a2	0.3149969501523773	8.7543800091199	1.2120769699142123e-142	TRUE
ENSMUSG00000059994	Fcrl1	0.18845971376637957	10.002672045223775	4.005089152450613e-141	TRUE
ENSMUSG00000015947	Fcgr1	0.4889183431424933	8.183982895722659	4.798387575580997e-141	TRUE
ENSMUSG00000043008	Klhl6	0.4248420404619242	8.210206666401147	4.917191973347812e-140	TRUE
ENSMUSG00000051439	Cd14	0.3946884862593035	8.383570088953178	6.545131503730741e-140	TRUE
ENSMUSG00000002668	Dennd1c	0.5589176653985771	8.02260764048098	8.521085856600322e-140	TRUE
ENSMUSG00000023992	Trem2	2.0962104734071874	7.5715725748428095	9.830838000247515e-140	TRUE
ENSMUSG00000036908	Unc93b1	3.307198748437438	7.50345704674271	1.0300998725652875e-139	TRUE
ENSMUSG00000015355	Cd48	0.3198430570777985	8.580644542018591	6.241737927678141e-139	TRUE
ENSMUSG00000000958	Slc7a7	0.8846837420518904	7.665899231753088	8.886528361312143e-139	TRUE
ENSMUSG00000041797	Abca9	2.0407494719273673	7.510593211862435	1.724911367433956e-136	TRUE
ENSMUSG00000086507	Adap2os	2.6045132442513657	7.474195630232474	5.9254074830477806e-136	TRUE
ENSMUSG00000108015	Gm32591	0.20299803454264312	9.36287367842252	7.301453026196927e-136	TRUE
ENSMUSG00000115816	Gm34589	0.36722721368191674	8.314348182054836	8.33124908857833e-135	TRUE
ENSMUSG00000026786	Apbb1ip	5.238103130055259	7.416262576262711	3.007842231289833e-134	TRUE
ENSMUSG00000048865	Arhgap30	0.6418399394557841	7.680260311364105	2.1853084585567662e-132	TRUE
ENSMUSG00000024349	Tmem173	0.40330378746005224	8.119647753668907	3.0134895352097215e-132	TRUE
ENSMUSG00000000290	Itgb2	0.2972278914258329	8.485841109014574	4.652092931699519e-132	TRUE
ENSMUSG00000027848	Olfml3	1.5717540128116056	7.456917633786292	1.9396486618612516e-130	TRUE
ENSMUSG00000024965	Fermt3	1.3106026951639085	7.466589711608855	2.8963113270534804e-130	TRUE
ENSMUSG00000049436	Upk1b	0.33330446520396845	8.397773249415888	1.8595699312459027e-129	TRUE
ENSMUSG00000035208	Slfn8	0.3246891640032197	8.280375328261002	4.102358690058178e-129	TRUE
ENSMUSG00000048779	P2ry6	1.90236619639034	7.400890517400333	2.610349942824055e-128	TRUE
ENSMUSG00000059498	Fcgr3	0.9374524619064768	7.500418611924059	4.702397963820093e-128	TRUE
ENSMUSG00000078945	Naip2	0.41084217601070744	7.9712430897633215	1.83704545269414e-126	TRUE
ENSMUSG00000071203	Naip5	0.3193046007527517	8.23491605894412	2.1134447861321652e-126	TRUE
ENSMUSG00000000562	Adora3	0.2358438703704979	8.668906192708384	5.304796293654777e-126	TRUE
ENSMUSG00000038235	F11r	0.9336832676311492	7.348357478332873	4.898905323497785e-122	TRUE
ENSMUSG00000109559	Gm34280	0.3026124546763009	8.209426981743203	2.2862954045627928e-121	TRUE
ENSMUSG00000085095	Gm15635	0.18738280111628597	8.97018050488219	2.2184996331058944e-120	TRUE
ENSMUSG00000015314	Slamf6	0.2659974245731186	8.42127065717995	3.249876827575622e-119	TRUE
ENSMUSG00000114864	Gm41071	0.12276804211067012	10.021264148934415	3.4067882342728e-117	TRUE
ENSMUSG00000105219	Gm43821	0.20407494719273672	8.696062734434902	1.404577229510985e-115	TRUE
ENSMUSG00000012819	Cdh23	2.0509801421032563	7.200795620839268	1.6383562857302483e-114	TRUE
ENSMUSG00000028717	Tal1	0.4474572061138898	7.593209191883552	3.649583402979135e-114	TRUE
ENSMUSG00000058715	Fcer1g	1.8872894192890295	7.173552428109787	1.1574927588048828e-113	TRUE
ENSMUSG00000033777	Tlr13	0.1663830044394608	9.06225608978057	6.165359153640339e-113	TRUE
ENSMUSG00000046805	Mpeg1	0.4959182753681017	7.583382523214645	1.3898563611032499e-112	TRUE
ENSMUSG00000022575	Gsdmd	0.44584183713874936	7.564883331564366	3.9938420105752058e-112	TRUE
ENSMUSG00000089929	Bcl2a1b	0.20676722881797072	8.47954369875529	2.469256998936377e-111	TRUE
ENSMUSG00000090164	BC035044	0.2999201730510669	7.954196343923117	4.539129615744412e-111	TRUE
ENSMUSG00000022488	Nckap1l	1.2675261891601644	7.134146325304154	1.6315180991176526e-109	TRUE
ENSMUSG00000053158	Fes	0.3860731850585547	7.602678345847809	3.925159827359399e-109	TRUE
ENSMUSG00000030263	Lrmp	0.4216113025116434	7.6142451667307345	1.7768866270079477e-108	TRUE
ENSMUSG00000073599	Ecscr	0.5034566639187569	7.268306866933654	1.903230757661156e-108	TRUE
ENSMUSG00000040229	Gpr34	4.013653446898838	7.03027117428597	7.546258526409676e-108	TRUE
ENSMUSG00000110388	Gm30329	0.15669079058861843	8.961600950409279	5.0422130760708076e-107	TRUE
ENSMUSG00000032066	Bco2	0.46091861424005975	7.3738576468716355	1.2153493261002769e-105	TRUE
ENSMUSG00000094132	Gm3264	0.23745923934563823	7.923269684780862	3.825100353326632e-105	TRUE
ENSMUSG00000028976	Slc2a5	0.49645673169314847	7.263366424240277	7.554180522179109e-104	TRUE
ENSMUSG00000026177	Slc11a1	0.44368801183856216	7.445812841442741	8.535380694072463e-104	TRUE
ENSMUSG00000027399	Il1a	0.1776905872654436	8.469758402973659	1.4076703826799076e-103	TRUE
ENSMUSG00000049988	Lrrc25	0.1346140812616997	9.079603333344464	4.24744340729262e-103	TRUE
ENSMUSG00000031103	Elf4	0.49161062476772727	7.1865534455123115	5.64543263448748e-103	TRUE
ENSMUSG00000016087	Fli1	2.5005911735173334	6.921234475129033	5.236486034537431e-102	TRUE
ENSMUSG00000024677	Ms4a6b	0.4302266037123922	7.496415236020033	8.181750342795127e-102	TRUE
ENSMUSG00000074342	I830077J02Rik	0.4630724395402469	7.34538625169368	1.9312541652332814e-101	TRUE
ENSMUSG00000026029	Casp8	0.7915307978187942	7.034451554504115	7.543848547759822e-101	TRUE
ENSMUSG00000022876	Samsn1	0.7102238927367276	7.085503654827522	2.2373415551563456e-100	TRUE
ENSMUSG00000046245	Pilra	0.19330582069180072	8.270789279431805	3.071883194957009e-98	TRUE
ENSMUSG00000020865	Abcc3	0.7043008731612128	7.032693197137201	1.4596221674191753e-97	TRUE
ENSMUSG00000112148	Lilrb4a	0.15130622733815044	9.925683036905127	2.007753334860002e-95	TRUE
ENSMUSG00000036362	P2ry13	0.45284176936435777	7.1920143898190805	2.6972390538080164e-93	TRUE
ENSMUSG00000037318	Traf3ip3	0.5099181398193184	7.014950375002214	3.2213832466664735e-93	TRUE
ENSMUSG00000084964	Gm15503	0.41730365191126906	7.176591161064511	4.740137570230384e-93	TRUE
ENSMUSG00000030579	Tyrobp	1.3768328231446645	6.804247619269591	2.4686256272280952e-92	TRUE
ENSMUSG00000117315	1600022D10Rik	0.20676722881797072	7.874044267031439	1.3561691149333278e-91	TRUE
ENSMUSG00000026365	Cfh	2.424130375360688	6.723130102011813	7.467533734050672e-91	TRUE
ENSMUSG00000028599	Tnfrsf1b	0.3440735917049044	7.218586236862587	2.6455546957695523e-90	TRUE
ENSMUSG00000078122	F630028O10Rik	0.17984441256563077	9.887267822063306	1.6253639935838325e-89	TRUE
ENSMUSG00000027315	Spint1	0.17715213094039678	7.919793141961875	2.215588152878964e-89	TRUE
ENSMUSG00000025058	5430427O19Rik	0.1841520631660052	7.717626320232943	2.4123132967078224e-88	TRUE
ENSMUSG00000021876	Rnase4	0.6536859786068137	6.797145223161419	8.82587860644539e-88	TRUE
ENSMUSG00000074361	C5ar2	0.12222958578562332	8.521410902044654	3.372502861707985e-87	TRUE
ENSMUSG00000040723	Rcsd1	1.1350659331986517	6.677915387724643	2.59243736046918e-86	TRUE
ENSMUSG00000072618	Gm10384	0.11576810988506173	8.661313420387513	3.1913450333557447e-86	TRUE
ENSMUSG00000024679	Ms4a6d	0.44638029346379615	7.031558377722788	7.67775783739841e-86	TRUE
ENSMUSG00000030560	Ctsc	0.8416072360481465	6.71177692985461	1.613002704228356e-85	TRUE
ENSMUSG00000044827	Tlr1	0.10553743970917256	8.902292574232751	2.142613033086501e-85	TRUE
ENSMUSG00000002603	Tgfb1	0.7473773791649567	6.69926772294575	3.629556423402156e-85	TRUE
ENSMUSG00000022817	Itgb5	3.5031968507544726	6.558969529808051	1.092283908043202e-84	TRUE
ENSMUSG00000007613	Tgfbr1	12.344649708022908	6.5489380417476575	1.809323282213991e-84	TRUE
ENSMUSG00000022831	Hcls1	0.24445917157124664	7.326019954414884	2.2040180818753633e-83	TRUE
ENSMUSG00000097154	Gm26510	0.7209930192376636	6.670164265953855	9.155911177558839e-83	TRUE
ENSMUSG00000109556	Gm38843	0.11415274090992134	8.464257776365804	1.4576939199373163e-82	TRUE
ENSMUSG00000030474	Siglece	0.09261448790804938	9.05726117986018	2.211551779551237e-82	FALSE
ENSMUSG00000021948	Prkcd	0.7349928836888803	6.612109965811446	2.421215204351865e-82	TRUE
ENSMUSG00000085188	Gm11368	0.12115267313552971	8.455750970346141	2.454567820717093e-82	TRUE
ENSMUSG00000029343	Crybb1	0.45284176936435777	6.938210931718505	4.001585936859363e-82	TRUE
ENSMUSG00000001123	Lgals9	0.8620685763999248	6.620832958177244	8.305494813060597e-82	TRUE
ENSMUSG00000032359	Ctsh	1.3999864451216768	6.506296557923926	5.430433828638171e-80	TRUE
ENSMUSG00000040613	Apobec1	0.7317621457385995	6.578459276755854	6.7218294635315725e-80	TRUE
ENSMUSG00000069830	Nlrp1a	0.2110748794183451	7.437348579232312	8.425293492662359e-80	TRUE
ENSMUSG00000056529	Ptafr	0.23907460832077865	7.291011461132247	1.0045562417504312e-79	TRUE
ENSMUSG00000052821	Cysltr1	0.35430426188079356	7.347039303079457	2.450479246610679e-79	TRUE
ENSMUSG00000042190	Cmklr1	0.4393803612381878	6.823409372296139	1.4390145616223512e-78	TRUE
ENSMUSG00000100627	A830008E24Rik	1.212603644005391	6.499512996657712	1.598657900755765e-78	TRUE
ENSMUSG00000013707	Tnfaip8l2	0.4630724395402469	6.762004786792003	1.7495822895686924e-78	TRUE
ENSMUSG00000058099	Nfam1	0.40276533113500546	6.803884100239131	2.79492178765236e-78	TRUE
ENSMUSG00000057596	Trim30d	0.3704579516321975	6.819429057693047	1.7348798035440994e-77	TRUE
ENSMUSG00000048852	Gm12185	0.27838192004919493	6.9409846080480175	2.006619506006988e-77	TRUE
ENSMUSG00000026358	Rgs1	0.10392207073403216	8.726119968291082	2.895884369254237e-77	TRUE
ENSMUSG00000117872	A530088E08Rik	0.27192044414863337	7.031438497790783	3.083930281666286e-77	TRUE
ENSMUSG00000054626	Xlr	0.1674599170895544	7.416182074756026	5.6954692125919364e-77	TRUE
ENSMUSG00000071715	Ncf4	0.10392207073403216	8.315655198802062	5.823908110986037e-77	TRUE
ENSMUSG00000039158	Akna	0.3354582905041556	6.787612131060965	1.3052418880075336e-76	TRUE
ENSMUSG00000037405	Icam1	0.33115063990378124	6.891030542824339	2.0092294516717154e-76	TRUE
ENSMUSG00000021457	Syk	0.8168382450959937	6.521197745757058	6.31501559630554e-76	TRUE
ENSMUSG00000029484	Anxa3	1.8070594268570568	6.402531463945314	9.683991302318655e-76	TRUE
ENSMUSG00000027995	Tlr2	0.08130690508206662	8.747178050161757	1.1580033594842878e-75	FALSE
ENSMUSG00000026712	Mrc1	0.6348400072301758	7.569816253780005	1.3031197394461668e-75	TRUE
ENSMUSG00000031101	Sash3	0.15453696528843125	7.550064326272808	1.3770584511556304e-74	TRUE
ENSMUSG00000033386	Frrs1	0.9186064905298388	6.404853178598403	9.876924423436203e-74	TRUE
ENSMUSG00000029915	Clec5a	0.1319217996364657	7.8256079197326605	1.525453782753547e-73	TRUE
ENSMUSG00000079227	Ccr5	1.3660636966437285	6.416127938841993	3.4907400632607873e-73	TRUE
ENSMUSG00000037731	Themis2	0.14969085836301005	7.429987874281059	3.816776442363169e-73	TRUE
ENSMUSG00000038811	Gngt2	0.23045930712002988	7.048117238937413	4.860597392115567e-73	TRUE
ENSMUSG00000029925	Tbxas1	1.8226746602834136	6.336372592744256	2.7945793850108437e-72	TRUE
ENSMUSG00000070034	Sp110	0.19222890804170717	7.031160602183472	4.396514331726356e-72	TRUE
ENSMUSG00000098645	Gm27201	0.1663830044394608	7.238506729472297	6.881442330278774e-72	TRUE
ENSMUSG00000070873	Lilra5	0.07323006020636463	9.398736940296615	7.053760771283495e-72	FALSE
ENSMUSG00000066975	Cryba4	0.11092200295964054	8.004533759056875	6.88617157783641e-71	TRUE
ENSMUSG00000043157	Arl11	0.10499898338412576	8.186716723268693	1.008210790605834e-70	TRUE
ENSMUSG00000069892	9930111J21Rik2	0.4275343220871582	6.557995486657129	1.0254813844587713e-70	TRUE
ENSMUSG00000020901	Pik3r5	0.5917635012264318	6.439858118305119	1.848671322599728e-70	TRUE
ENSMUSG00000072673	Gm10392	0.10122978910879817	7.969862485473676	2.0521013294914173e-70	TRUE
ENSMUSG00000025877	Hk3	0.2934586971505053	6.743025660057506	3.1044039219070024e-70	TRUE
ENSMUSG00000114370	Gm46411	0.1841520631660052	7.087181049717779	5.1248472566926625e-70	TRUE
ENSMUSG00000051506	Wdfy4	0.7333775147137399	6.428929792062094	1.161838112531841e-69	TRUE
ENSMUSG00000038872	Zfhx3	6.7990880163659275	6.2061436308780795	4.368780075734888e-69	TRUE
ENSMUSG00000018774	Cd68	0.8286842842470233	6.358706617433343	9.575750698838288e-69	TRUE
ENSMUSG00000060441	Trim5	0.2681512498733058	6.699396922118993	1.1243211065881976e-68	TRUE
ENSMUSG00000025746	Il6	0.07323006020636463	8.827580239100492	1.531338315039576e-68	FALSE
ENSMUSG00000055541	Lair1	2.9582790498071123	6.217380300956094	3.0826379942218064e-68	TRUE
ENSMUSG00000072115	Ang	0.1814597815407712	6.997977296398501	1.244581970850916e-67	TRUE
ENSMUSG00000048120	Entpd1	3.2393532514815413	6.192839694812223	1.3047294588590208e-67	TRUE
ENSMUSG00000029771	Irf5	0.5422255193221264	6.38005291262114	1.621672974969896e-67	TRUE
ENSMUSG00000070942	Il1rl2	0.24984373482171465	6.787249042280701	5.37808791856744e-67	TRUE
ENSMUSG00000089797	Gm16118	0.2207670932691875	6.853239194271959	4.1817230894485145e-66	TRUE
ENSMUSG00000022439	Parvg	0.2143056173686259	6.780213963570786	3.449106259500506e-65	TRUE
ENSMUSG00000033538	Casp4	0.1701521987147884	7.0448399469211385	6.227300917067493e-65	TRUE
ENSMUSG00000039005	Tlr4	0.41353445763594143	6.382924252894365	8.304196083959944e-65	TRUE
ENSMUSG00000024986	Hhex	0.15346005263833765	7.012430383023698	1.99992847284809e-64	TRUE
ENSMUSG00000040345	Arhgap9	0.0877683809826282	8.129328396147347	2.1570034127357204e-64	FALSE
ENSMUSG00000050493	Fam167b	0.0947683132082366	7.886366168940802	4.543383878593287e-64	FALSE
ENSMUSG00000087452	Gm11998	0.07376851653141143	8.757152617534567	1.752302033165025e-63	FALSE
ENSMUSG00000085684	4930469K13Rik	0.29507406612564574	6.6043542185051445	3.2373633656901125e-63	TRUE
ENSMUSG00000050107	Haspin	0.12007576048543613	7.373156651684383	6.134419257623674e-63	TRUE
ENSMUSG00000021886	Gpr65	0.10930663398450016	7.883244695790392	8.292053551565425e-63	TRUE
ENSMUSG00000079110	Capn3	0.9600676275584422	6.168841636480872	1.130926236029009e-62	TRUE
ENSMUSG00000069516	Lyz2	0.6940702029853236	7.20567952299385	1.5657963688524925e-62	TRUE
ENSMUSG00000044468	Tent5c	0.2859203085998501	6.490916872923389	2.4033593773443365e-62	TRUE
ENSMUSG00000092220	Gm20528	0.5750713551499811	6.203744669820578	4.740387341398195e-62	TRUE
ENSMUSG00000022496	Tnfrsf17	0.11146045928468734	7.501070972342539	4.897330019181895e-62	TRUE
ENSMUSG00000093622	Gm20703	0.165844548114414	6.855960851241057	1.1427174662127633e-61	TRUE
ENSMUSG00000069911	Insyn2b	0.7204545629126168	6.176231282035275	1.5615932398594446e-61	TRUE
ENSMUSG00000078616	Trim30c	0.11899884783534252	7.756798190548166	2.5020151785411575e-61	TRUE
ENSMUSG00000004707	Ly9	0.07161469123122423	8.473709251710376	4.032832123300884e-61	FALSE
ENSMUSG00000063234	Gpr84	0.12115267313552971	7.233358549009691	1.5644277389082468e-60	TRUE
ENSMUSG00000033220	Rac2	0.12276804211067012	7.303407377715915	1.6404578140843215e-60	TRUE
ENSMUSG00000100280	Gm28417	0.14538320776263566	6.9309363337099725	2.1911709506595792e-60	TRUE
ENSMUSG00000031665	Sall1	0.982144336885361	6.050564403293893	2.562806632129352e-60	TRUE
ENSMUSG00000071714	Csf2rb2	0.07215314755627103	8.3775204543869215	2.5984565927907173e-60	FALSE
ENSMUSG00000024672	Ms4a7	0.22184400591928108	7.576954025445264	2.5984565927907173e-60	TRUE
ENSMUSG00000106737	Gm42962	0.22184400591928108	6.652380295617505	4.5440732271063375e-60	TRUE
ENSMUSG00000029759	Pon3	0.4216113025116434	6.225316927531666	6.006697470225479e-60	TRUE
ENSMUSG00000030124	Lag3	0.2589974923475102	6.502099286915964	6.367808852413442e-60	TRUE
ENSMUSG00000106227	Gm43464	0.179305956240584	6.731543125401238	6.666341988750526e-60	TRUE
ENSMUSG00000004266	Ptpn6	0.20622877249292393	6.569935529133791	1.522202396129998e-59	TRUE
ENSMUSG00000027947	Il6ra	1.404294095722051	6.021254144603239	3.089908864643893e-59	TRUE
ENSMUSG00000031613	Hpgd	1.3929865128960683	6.049505063151808	4.959380878399586e-59	TRUE
ENSMUSG00000071042	Rasgrp3	1.634214946517034	5.962801201810614	1.4925430320056231e-58	TRUE
ENSMUSG00000100502	Gm28286	0.07376851653141143	7.938599488872098	1.658133598866731e-58	FALSE
ENSMUSG00000020437	Myo1g	0.09261448790804938	7.64544758145562	6.107301061716991e-58	FALSE
ENSMUSG00000074344	Tmigd3	0.179305956240584	6.661407324448529	8.034918407321703e-58	TRUE
ENSMUSG00000079547	H2-DMb1	0.24876682217162105	6.417577517831633	1.2430935866924e-57	TRUE
ENSMUSG00000112360	Gm48614	0.088306837307675	7.65675873612808	2.9273597771623017e-57	FALSE
ENSMUSG00000006519	Cyba	0.9164526652296516	5.981145883440636	3.5949740735492297e-57	TRUE
ENSMUSG00000073538	E330020D12Rik	1.5109084480813173	5.943019980515052	4.1779578778144225e-57	TRUE
ENSMUSG00000029299	Abcg3	0.15076777101310365	6.846737771435587	5.481527754795966e-57	TRUE
ENSMUSG00000036944	Tmem71	0.15776770323871203	6.750076969504638	1.1725051811313584e-56	TRUE
ENSMUSG00000073490	Ifi207	0.11253737193478094	8.349817525597075	1.249701398523164e-56	TRUE
ENSMUSG00000069874	Irgm2	0.46091861424005975	6.105704907637036	1.4330108666525917e-56	TRUE
ENSMUSG00000056130	Ticam2	0.06838395328094345	7.860132265950109	2.9854982979216296e-56	FALSE
