symbol	MP-1	MP-18	MP-19	MP-2	MP-20	MP-21	MP-22	MP-23	MP-24	MP-3	MP-4	MP-5	MP-6	MP-7	MP-8
1700003N22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007E05Rik	0.03529	0	0.127027	0.041592	0.111004	0.030712	0.12705	0.083835	0.082071	0.180378	0.033826	0.073121	0.07319	0.044301	0.03786
1700007K13Rik	4.542188	4.957105	2.587157	5.119571	2.945772	3.103868	4.361447	3.300627	6.792934	5.205797	4.648188	3.832628	3.70381	2.081528	3.469558
1700008O03Rik	2.112469	1.987197	3.300167	2.698622	1.630737	3.487026	2.296754	3.12776	2.600543	2.859139	2.435952	3.19108	3.715132	2.2267289999999997	1.8617709999999998
1700008P02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700009N14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010B08Rik	0.121126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010I14Rik	0.35456	0.28158300000000003	0.572714	0.6545179999999999	0.373493	0.671251	0.508551	0.539555	0.354403	0.591217	0.638861	0.646283	1.235776	0.438762	0.187806
1700010N08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011L22Rik	0	0	0.081494	0	0	0	0	0	0	0	0	0.120524	0	0	0
1700011M02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148533	0
1700012B09Rik	0.833974	1.161317	1.619645	1.591887	0.743816	0.507259	0.260784	0.212011	0.153917	1.42176	1.094294	2.063369	0.897247	0	1.805709
1700012P22Rik	0	0	0	0.019635	0	0	0	0	0	0	0.035018	0	0	0	0
1700013F07Rik	3.1659569999999997	2.769676	2.2622	2.521474	2.773418	2.253332	1.3943729999999999	1.722632	2.220167	2.852673	3.316726	1.501469	1.412804	1.395864	2.059489
1700013G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0.040027	0.042	0.04098	0.049896	0.098481	0	0	0	0.116645	0
1700014D04Rik	0.484822	1.138444	0.439401	0.318304	0.281364	0.541568	0.507556	0.426216	0.314984	0.257492	0.334582	0.407967	0.6346400000000001	0.076025	0.269749
1700015G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016C15Rik	0	0.216758	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016D06Rik	0	0	0	0	0	0	0	0	0	0	0	0.032237	0	0.079801	0
1700016H13Rik	0	0	0	0.048066	0	0	0.156601	0.195121	0	0	0	0.251507	0	0	0.048952
1700016K19Rik	7.69978	7.972128	6.506172	6.055892	5.340994	6.648238	5.090433	5.287557	6.220569	7.781394	8.525681	6.674905	5.710266	5.520313	6.004804
1700017B05Rik	8.373256	12.27438	8.665478	8.121729	9.081721	8.520483	8.957978	10.619023	7.150052	8.410654000000001	8.589001999999999	7.576243	8.787736	10.367882999999999	7.3547009999999995
1700017N19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018B08Rik	0	0	0.159133	0	0	0	0	0	0.303687	0.165992	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018M17Rik	0	0	0	0	0	0	0	0	0	0	0.184785	0	0	0	0
1700019A02Rik	0.240407	0.127325	0	0.061047	0.244451	0	0.106086	0.098176	0	0.07799	0	0	0.116928	0.266488	0
1700019D03Rik	3.98338	2.939675	3.0136439999999998	8.351179	4.357427	7.947987	10.598586	3.664384	3.535243	4.029092	7.494642	7.0108299999999995	2.273872	3.295775	3.760975
1700019M22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019N19Rik	0.37560899999999997	0.199473	0.118037	0.235959	0.333786	0.167623	0.45244399999999996	0	0	0.143418	0.191147	0.189542	1.209164	0	0
1700020A23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020L13Rik	0.159685	0	0	0.21681	0.036422	0.071757	0	0.145089	0	0.182955	0.112674	0.033269	0	0.095722	0.326157
1700020L24Rik	0	0.152462	0.325844	0.716019	0.156396	0	0.116595	0.770057	0.7737240000000001	0.087435	0.408099	0.601087	0.147051	0.286418	0.30259400000000003
1700020N01Rik	0	0	0.118361	0.053585	0	0	0.041584	0	0	0.067603	0	0	0	0.176631	0.106314
1700020N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700021F07Rik	0	0	0	0	0	0	0	0.328576	0	0.16235	0	0	0.126018	0	0
1700022A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022I11Rik	0	0	0	0	0	0	0	0	0	0.085889	0	0	0	0	0
1700024B05Rik	0	0	0.071953	0.085925	0.064015	0.024496	0.104807	0	0	0.070797	0	0	0.277819	0	0
1700024G13Rik	1.242799	1.847334	0.66221	2.384575	0.116431	0.439514	0.18238	0.854305	0.627918	1.643023	1.828436	3.466216	0.84752	0.62824	1.063315
1700024J04Rik	0	0	0	0.033959	0.022191	0.01683	0	0.051523	0.047854	0.013944	0.038439	0	0	0	0
1700025B11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025G04Rik	14.992806	13.320502999999999	13.64705	14.659796	15.13617	16.034447	14.586145	13.747805	11.761942	13.859226	15.991991	17.43641	18.387605	18.73889	15.967851999999999
1700028B04Rik	0.288744	0.843758	0	0.200672	0.195885	0.383498	0.140604	0.516167	0.3316	0.356349	0.187018	0.252864	0.715158	0	0.100188
1700028J19Rik	2.590549	1.78243	1.078381	2.231871	1.446313	1.634997	2.126417	2.361892	1.081223	2.077866	1.928677	2.140157	1.108508	1.5015729999999998	1.7359010000000001
1700028K03Rik	0.048515	0.095357	0.05075	0.138949	0.253618	0.18594	0.047876	0.064304	0.03346	0.20809499999999997	0.156222	0.074766	0.038195	0.066139	0.11308099999999999
1700028P14Rik	1.243199	2.173608	2.079706	2.171872	1.638152	1.195632	1.53619	1.178232	1.865597	2.661385	2.5272	3.352876	1.420918	2.652341	2.351317
1700029F12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700029H14Rik	0	0	0	0.028976	0	0	0	0	0	0	0	0	0	0	0.336604
1700029I15Rik	2.521757	1.5014029999999998	2.414389	3.170124	2.691168	2.049302	2.299958	1.276554	2.049543	3.680096	2.652762	1.715343	2.478187	2.3750560000000003	1.228137
1700029J07Rik	1.4533	1.094329	1.321828	1.166038	0.949005	1.159978	1.101485	0.89455	1.045801	1.8565019999999999	1.074077	1.024355	1.591496	0.7131730000000001	0.920139
1700030C10Rik	0.394786	0.662219	0	0.76961	0.29246	1.270864	0.157468	1.785188	0.55422	0.185024	0.252817	0.509322	0.441893	0.208795	0.409029
1700030J22Rik	8.657217	7.531782	7.438854	8.930537999999999	10.111813999999999	11.144219	8.822656	9.897352	6.456995	9.05695	9.97352	6.749798999999999	8.181782	6.550476	7.448053
1700030K09Rik	5.269292	4.455713	3.723186	4.776587	5.121613	5.618713	4.940384	4.635954	4.529924	5.026413	4.67621	4.332366	5.533832	3.823792	4.4270510000000005
1700031F05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0.053631	0.247717	0	0.061161	0	0	0.049424	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0.110452	0	0	0	0	0	0	0
1700034I23Rik	0	0.044508	0.033753	0.043478	0	0	0.024328	0.011859	0	0.018445	0.013741	0	0	0	0.030546
1700034J05Rik	0	0.023936	0	0	0	0.01862	0.019555	0.078304	0.026467	0	0.04065	0.022018	0	0.080602	0.074077
1700037C18Rik	11.812574999999999	9.162986	8.606961	5.249198	10.688186	11.90164	12.608228	10.201934	16.832072	4.277294	10.182815999999999	8.786281	9.624092000000001	8.017659	9.392568
1700037H04Rik	128.872133	119.340517	118.57393900000001	135.762664	128.073148	136.855126	126.761408	131.397526	179.209787	142.807957	151.27604100000002	96.434555	160.827372	94.41851000000001	123.69156699999999
1700049E17Rik1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0.021767	0	0	0.111828	0	0	0	0	0	0	0
1700049L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22Rik	0.135697	0.723218	0.159133	0	0	0	0.398115	0.711619	0.303687	0	0.415765	0	0.14083	0	0.292903
1700057G04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064H15Rik	1.074651	0.242256	0.606827	0.268283	0	0.64404	0.212169	0.59288	0	1.481691	0.72307	0.637797	0.861547	1.037801	0.832763
1700065I16Rik	0	0	0	0	0	0	0	0	0.152357	0	0	0	0	0	0
1700066B19Rik	0	0.082835	0.053619	0	0.088922	0.022241	0.02336	0	0.066603	0.057831	0	0.048596	0.053234	0.060691	0
1700066M21Rik	12.011657	12.848104000000001	9.525322	12.878836	12.017813	10.046584	10.657409999999999	11.033907	12.420111	11.610612	10.737988	11.083578000000001	8.901470999999999	9.479832	10.86486
1700067K01Rik	0	0.071826	0.11265	0	0	0	0	0	0.253125	0.0438	0	0	0	0	0
1700067P10Rik	0.189975	0	0.112063	0.14253	0	0	0	0.292059	0	0.058997	0	0.080165	0.084764	0	0
1700069L16Rik	0	0	0	0	0.14663	0.133967	0	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	0	0	0.255294	0	0.122537	0	0
1700084J12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084M14Rik	0	0.132666	0	0	0	0	0	0	0	0	0.223266	0	0	0	0
1700086D15Rik	0	0	0	0	0	0.059276	0.062885	0	0	0	0	0	0	0	0
1700086L19Rik	27.338323	26.008146	28.420890999999997	30.879511	33.67916	40.671679999999995	34.244056	29.149805999999998	18.625113	32.446375	31.038974	28.228067	36.226378	27.156305	32.243438
1700088E04Rik	11.217707	16.68042	10.813731	9.765725999999999	10.419613	8.852943	10.951453	8.128879	10.500818	13.345224	11.969319	13.848318	13.449242	8.096835	12.3596
1700091H14Rik	0	0	0	0	0	0	0	0.090928	0	0	0	0	0	0	0
1700092M07Rik	0	0	0	0	0.309441	0	0.158889	0	0.464923	0	0	0	0	0	0
1700093K21Rik	0.054808	0	0.086657	0.057179	0.169444	0.134914	0.141605	0.090579	0.121976	0.133311	0.23289500000000002	0.15820299999999998	0.060468	0.119843	0
1700094D03Rik	1.233377	1.162529	0.976507	1.561485	1.16431	1.088665	0.488915	0.795289	1.015649	1.687156	1.392447	1.575732	1.046989	0.748634	1.387728
1700102P08Rik	0.377605	0.417011	0.601133	0.761057	0.462899	0.204918	0.573891	0.414151	0.707941	0.218052	0.395509	0.121008	0.19256	0.527799	0.148527
1700109H08Rik	1.368196	0.829359	1.5217809999999998	1.317074	1.8165939999999998	1.071784	0.767656	0.6479699999999999	0.298402	1.7587320000000002	2.10073	0.680689	1.124838	1.879696	0.59461
1700113H08Rik	0	0.060087	0	0.107489	0.070664	0	0.081998	0	0	0.134849	0	0	0	0	0.063174
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123K08Rik	0	0	0	0	0	0	0.099146	0	0.069725	0	0	0	0	0	0
1700123L14Rik	0.078252	0.038738	0.090666	0.10947	0	0.158635	0.231737	0.128125	0	0	0.03515	0.036513	0.078992	0	0.082605
1700123O20Rik	23.332252	23.387194	23.963714	31.153289	25.672155	22.778225999999997	21.450357	26.381863000000003	24.409785999999997	23.079397	28.168581	21.918963	23.757149000000002	23.124485	24.207165999999997
1700125H20Rik	0.277991	1.473423	0.159133	0.163563	0.149902	0	0	0.428736	0	0.443021	0	0.485499	0.142474	0	0.450222
1700128F08Rik	0.522825	0.603039	0.801693	0.609672	0.804262	0.426326	0.723973	0.502886	0.098472	0.563502	0.767032	0.237071	0.086089	0.097688	0.561755
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	53.164439	36.815926000000005	46.257757000000005	48.485257999999995	47.295501	41.570497	42.711818	39.30267	50.78419	47.034622000000006	42.317897	43.496984	44.100912	40.940711	46.027671
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810010H24Rik	2.379739	2.618477	2.443249	1.8755439999999999	2.568325	2.494131	2.188989	1.954631	3.321803	3.5263989999999996	1.349974	2.759152	2.164167	2.313078	3.384098
1810013L24Rik	27.618566	24.993333	24.152828	24.517237	23.636557	26.211273	26.801585	26.561676	18.603848	24.711767000000002	25.181201	22.83677	18.982514000000002	23.478313	24.245941000000002
1810014B01Rik	5.037673	2.143991	4.576022	2.1508190000000003	2.4032169999999997	4.574053	2.070404	1.9798300000000002	2.6291510000000002	3.701708	3.6954629999999997	3.458977	4.852869999999999	2.9095500000000003	2.640847
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810020O05Rik	0.313953	0.537765	0.67499	0.321619	0.16236	0.25382	0.38294	0.275963	0.160359	0.620696	0.513147	0.36767099999999997	0.69624	0.364951	0.199225
1810024B03Rik	0.42013100000000003	0.933735	0.556324	0.5522389999999999	0.55545	0.5675680000000001	0.7166140000000001	0.6753290000000001	0.442417	0.820778	0.558806	0.7737510000000001	0.611134	0.778565	0.9062410000000001
1810030O07Rik	10.783097	7.748317	9.956572	9.903134	10.284492	10.748572	8.946862	8.037345	11.059295	11.430312	9.072937	10.688269	11.076863	10.381955	10.403831
1810037I17Rik	95.25105	94.484255	112.259871	105.710921	105.694892	86.705568	91.280492	81.971481	118.215122	105.183157	92.071223	132.052207	117.310767	125.133182	111.881461
1810046K07Rik	0	0	0	0.02631	0	0	0	0.082512	0	0	0.045062	0	0	0.053201	0
1810049J17Rik	0	0	0	0.100914	0	0	0	0	0	0	0	0.316379	0	0	0
1810055G02Rik	18.664453	22.906189	16.639591	24.214810999999997	23.130992	23.196338	25.030867999999998	23.462532	16.281795	20.797497	21.563034000000002	16.197996	15.536883	14.208076	21.616121
1810062G17Rik	0.20354	0.313725	0.231576	0.286778	0.318322	0.320181	0.347002	0.085754	0	0.411434	0.17291	0	0.190489	0	0.216017
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010003K11Rik	0	0	0	0	0	0	0	0	0	0.052501	0.074872	0	0	0	0
2010010A06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010106E10Rik	0	0	0	0.029444	0	0	0.018926	0	0.02285	0.013155	0	0	0	0.024047	0.023146
2010109A12Rik	0	0	0	0.122065	0.078876	0	0.135658	0	0.084565	0	0	0.126913	0	0	0
2010315B03Rik	16.400009	11.547264	10.033349	12.807315000000001	13.787331	11.539361	13.005624	14.506637	6.347128	13.528684	14.600759	10.053295	10.801659	11.322072	13.313791
2200002D01Rik	0.27967	0.353174	0	0.133793	0.231667	0.147855	0.303251	0.072754	0.253357	0.322348	0.246704	0.681822	0.166787	0.279673	0.391485
2200002J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.144726	0	0
2210010C04Rik	0.012704	0	0	0.006584	0.026864	0.03062	0.011312	0	0.014403	0.024384	0.011443	0.023996	0	0	0
2210016F16Rik	3.836419	4.125629	3.878535	4.068653	3.364971	3.409771	3.929049	3.738765	5.431885	4.188848	4.018131	4.397757	3.809052	3.761789	4.423018
2210016L21Rik	114.3369	95.335036	108.44888200000001	116.190343	121.954789	120.481359	109.36341	109.396626	145.429139	115.764099	110.45524499999999	84.433185	101.657166	86.96171899999999	103.723772
2210017I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210408I21Rik	3.905176	3.667779	3.0096339999999997	4.134849	3.93507	4.002928	5.442479	4.498615	3.1862369999999998	4.503658	4.36032	3.127845	2.598487	3.276642	4.522677
2210409E12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210418O10Rik	8.337254	6.981016	6.882433	8.259378	7.176057	6.659187	6.946264	8.284949	6.2700119999999995	7.759147	6.914038000000001	7.360245	6.410837	7.543799999999999	7.172097999999999
2300002M23Rik	0.080833	0.514201	0	0.139376	0	0	0.220278	0.126487	0	0	0.378717	0	0.084681	0.093632	0.189481
2300003K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	8.957878	12.403608	11.262808	13.945183	15.704699	14.178216	13.259266	12.071389	11.392980999999999	12.82891	12.21757	13.575844	10.301617	12.96753	10.977621000000001
2310002L09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0	0	0	0	0	0.014679	0	0	0	0
2310009B15Rik	17.575736	31.319050999999998	29.376293	28.089111000000003	26.538559	28.091521	31.322416	30.316793999999998	27.426491	22.939662	22.122366	28.87268	27.695574	28.802789999999998	29.465347
2310011J03Rik	67.404708	59.916752	72.665429	73.502622	72.070368	63.627077	66.929442	63.918024	87.996563	71.375647	65.139643	64.804071	61.590278	64.949173	77.553241
2310022A10Rik	33.107228	25.752697	29.298645999999998	34.851979	38.635231	35.325061	34.141649	34.055036	38.99693	34.585512	33.443635	25.336356	25.820674	25.091156	31.835899
2310022B05Rik	50.434697	48.422559	63.604335	43.514137	57.09299	47.507297	43.990387	47.526098	49.167474	51.098844	48.533976	58.704949	80.917152	59.569611	47.717745
2310030G06Rik	2.0399979999999998	2.106353	1.02067	1.346977	1.150441	1.5343090000000001	1.693103	0.967229	1.671148	1.9336769999999999	2.376991	1.517272	1.284313	0.912696	1.051802
2310033P09Rik	27.787659	19.206093	27.475631	31.287126	28.538121	30.502678	27.028981	20.537938	34.704302	32.961365	32.96436	24.141421	28.9608	25.050674	32.291083
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	0.615668	1.141663	1.170872	1.212416	1.129011	1.77725	0.619747	0.440371	1.134184	1.494586	0.939396	2.896981	1.457929	0.833406	0.856346
2310039H08Rik	11.00502	10.968812	8.172935	10.756947	8.308285	8.881082	6.979079	7.423169	10.85399	8.9869	8.072803	10.205512	12.299499	8.510341	9.355485
2310046K23Rik	0	0	0	0	0	0	0	0	0.307833	0	0	0.121818	0	0	0
2310050C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	0.039856	0	0	0	0.061521	0	0	0	0	0	0	0	0	0
2310057M21Rik	14.279433	11.125459	11.432864	16.342141	13.704008	19.856045	16.622204	12.344797999999999	4.909466	13.235495	16.029839	10.21495	8.955511	5.805572000000001	12.553985
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik	38.430115	33.285602	33.182276	45.932876	40.06554	40.516888	41.130506000000004	38.133765	57.913586	39.888663	39.513037	27.702406	34.894605	28.762563	35.174029
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	59.381438	54.408108999999996	41.544602	47.741462000000006	49.013773	54.610374	54.376287	50.017016000000005	41.463708	53.732566999999996	54.829928	36.223043	47.923532	33.819179	48.357549999999996
2410004B18Rik	32.322017	27.657623	25.549858	33.180229999999995	25.499493	26.727949000000002	25.678243	26.210734	36.286909	27.430654	23.959592999999998	28.273104	27.619701000000003	28.444642	30.496358999999998
2410004P03Rik	1.906957	5.10824	2.600855	4.181247	1.472762	3.540456	2.6709259999999997	2.724526	0.887977	4.917757	4.320532	5.789553	3.751532	0.457356	1.960104
2410024N13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410137M14Rik	0.977865	0.420912	0.90822	0.534282	0.674771	1.098864	0.504486	0.409496	0.310277	0.701846	0.732476	0.543991	0.32143	0.701593	0.739926
2510002D24Rik	32.674362	26.020311	30.424973	29.868913999999997	31.636832	29.350457	25.488092	23.971835	33.643696999999996	32.373446	29.554909000000002	21.194704	25.203846000000002	25.575106	33.136325
2510009E07Rik	16.247774	16.400206999999998	18.108128999999998	16.281862999999998	14.144978	17.095031000000002	13.251302	15.387397	13.461487	17.558736	16.175996	15.358312	16.704454000000002	16.151396000000002	15.473616
2510039O18Rik	21.866123	22.820561	23.598489	25.137107	24.032281	23.59757	22.314912	19.602148	27.684852	24.329314	23.897543	19.407948	20.029835	20.637107	23.056658
2610001J05Rik	66.639673	59.287673	73.58785999999999	78.318962	65.702928	64.185226	67.67899200000001	59.158975	91.34816099999999	56.740455	66.700314	71.774032	64.513809	61.872521	70.882977
2610002M06Rik	9.753540999999998	7.749648	7.732278	9.704991	8.895757	10.137761	9.602582	9.761248	8.324831	9.332489	9.748116	7.675271	8.428956	7.1	9.428983
2610005L07Rik	28.205232	29.15932	27.522554999999997	28.124645	29.305560999999997	30.303897	31.629154	27.505142	6.847078	33.29127	32.986924	27.422739999999997	30.371101000000003	28.036291	27.045559
